,BTC_BTS,BTC_DASH,BTC_DOGE,BTC_LTC,BTC_NXT,BTC_STR,BTC_XEM,BTC_XMR,BTC_XRP,USDT_BTC,USDT_DASH,USDT_LTC,USDT_STR,USDT_XMR,USDT_XRP,BTC_ETH,USDT_ETH,BTC_SC,BTC_DCR,BTC_LSK,BTC_STEEM,BTC_ETC,ETH_ETC,USDT_ETC,BTC_REP,USDT_REP,BTC_ARDR,BTC_ZEC,ETH_ZEC,USDT_ZEC,BTC_STRAT,BTC_GNT,BTC_ZRX,ETH_ZRX,BTC_CVC,BTC_OMG,BTC_GAS,BTC_STORJ,BTC_EOS,ETH_EOS,USDT_EOS,BTC_SNT,BTC_KNC,BTC_BAT,ETH_BAT,USDT_BAT,BTC_LOOM,USDT_DOGE,USDT_GNT,USDT_LSK,USDT_SC,USDT_ZRX,BTC_QTUM,USDT_QTUM,USDC_BTC,USDC_ETH,USDC_USDT,BTC_MANA,USDT_MANA,BTC_BNT,BTC_BCHABC,USDC_BCHABC,BTC_BCHSV,USDC_BCHSV,USDC_XRP,USDC_XMR,USDC_STR,USDC_DOGE,USDC_LTC,USDC_ZEC,BTC_FOAM,BTC_NMR,BTC_POLY,BTC_LPT,USDC_GRIN,BTC_ATOM,USDC_ATOM,USDT_ATOM,USDC_DASH,USDC_EOS,USDC_ETC,USDT_BCHSV,USDT_BCHABC,USDT_GRIN,BTC_TRX,USDC_TRX,USDT_TRX,BTC_ETHBNT,TRX_ETH,TRX_XRP,USDT_BTT,TRX_BTT,USDT_WIN,TRX_WIN,TRX_STEEM,BTC_LINK,TRX_LINK,BTC_XTZ,USDT_XTZ,TRX_XTZ,USDT_BEAR,USDT_BULL,USDT_TRXBEAR,USDT_TRXBULL,PAX_BTC,PAX_ETH,USDT_PAX,USDT_USDJ,USDJ_BTC,USDJ_TRX,BTC_SNX,USDT_SNX,TRX_SNX,USDT_BSVBEAR,USDT_BSVBULL,BTC_MATIC,USDT_MATIC,TRX_MATIC,USDT_BCHBEAR,USDT_BCHBULL,USDT_ETHBEAR,USDT_ETHBULL,BTC_MKR,USDT_MKR,USDT_BVOL,USDT_IBVOL,DAI_BTC,DAI_ETH,USDT_DAI,BTC_NEO,USDT_NEO,TRX_NEO,BTC_SWFTC,USDT_SWFTC,TRX_SWFTC,USDT_JST,TRX_JST,BTC_FXC,USDT_FXC,TRX_FXC,USDT_BCN,USDT_STEEM,USDT_LINK,USDJ_BTT,BTC_AVA,USDT_AVA,TRX_AVA,USDT_XRPBULL,USDT_XRPBEAR,USDT_EOSBULL,USDT_EOSBEAR,USDT_LINKBULL,USDT_LINKBEAR,BTC_CHR,USDT_CHR,TRX_CHR,BNB_BTC,USDT_BNB,USDT_BUSD,TRX_BNB,BUSD_BNB,BUSD_BTC,BTC_MDT,USDT_MDT,TRX_MDT,USDT_BCHC,USDT_COMP,ETH_COMP,BTC_XFIL,USDT_XFIL,USDT_CUSDT,BTC_LEND,USDT_LEND,BTC_REN,USDT_REN,BTC_LRC,USDT_LRC,USDT_BAL,ETH_BAL,BTC_WRX,USDT_WRX,TRX_WRX,USDT_STAKE,USDT_BZRX,BTC_SXP,USDT_SXP,TRX_SXP,USDT_MTA,USDT_YFI,BTC_STPT,USDT_STPT,TRX_STPT,USDT_TRUMPWIN,USDT_TRUMPLOSE,USDT_DEC,USDT_PLT,USDT_UMA,USDT_KTON,USDT_RING,BTC_SWAP,USDT_SWAP,USDT_TEND,BTC_EXE,USDT_EXE,USDT_TRADE,USDT_GEEQ,USDT_BAND,USDT_DOS,USDT_DIA,USDT_ZAP,USDT_SBREE,USDT_PERX,USDT_TRB,USDT_DEXT,USDT_MCB,USDT_CRV,USDT_OM,USDT_OCEAN,USDT_BLY,USDT_OPT,BTC_SWINGBY,USDT_SWINGBY,TRX_SWINGBY,USDT_PRQ,USDT_DOT,BTC_DMG,USDT_DMG,TRX_DMG
percentChange,0.00000000,-0.01311686,0.00000000,-0.02197390,0.00000000,-0.01262916,-0.03814064,-0.01196303,-0.00491199,-0.00329239,-0.01844979,-0.02363708,-0.01283455,-0.00659854,-0.00810038,-0.00764951,-0.01146621,0.03030303,-0.00132697,-0.03004154,-0.03601496,-0.01727731,-0.00815847,-0.02223716,-0.02086368,-0.05179634,0.05652173,-0.00952531,-0.00734151,-0.01847462,-0.08514433,0.07012195,-0.05576462,-0.04714074,-0.03191489,-0.07861805,-0.04765291,0.02204284,-0.04847868,-0.03561424,-0.05248174,0.00597014,0.01886247,-0.06409477,-0.04105510,-0.06973850,0.08064516,-0.01593626,0.03707889,-0.01962555,0.03189465,-0.06868439,-0.03373971,-0.04824426,-0.00171334,-0.01198229,-0.00005371,-0.03129074,-0.00493677,-0.07420303,-0.01667818,-0.02024618,-0.03139330,-0.04767097,-0.01268069,-0.02456730,-0.00793657,-0.03433443,-0.02174074,-0.02022264,-0.03485254,-0.01780166,0.05702647,0.07448275,-0.04894203,-0.03935248,-0.03721508,-0.04676775,-0.01581002,-0.06114245,-0.02348746,-0.03149181,-0.01758035,-0.06086956,-0.01904761,-0.03991156,-0.02489487,-0.04104785,0.01667632,0.01611308,-0.00259509,0.00983763,-0.00367231,0.00805679,0.02000000,0.00322034,0.02843626,-0.02414838,-0.02243420,0.00411029,0.00219521,-0.01034235,0.03128389,-0.11258325,-0.00742348,-0.05376173,-0.00026014,0.00000000,-0.00975074,-0.02689263,-0.02643920,-0.05682539,0.02844817,0.06404772,-0.09988158,0.01293103,0.04695301,0.03996572,0.09956783,-0.09160041,0.01578613,-0.04321318,-0.01064667,-0.02905269,-0.00044057,-0.01190476,-0.01001594,-0.05742297,0.00474950,0.00248168,-0.05820288,-0.02477230,0.35714285,0.36623051,0.16426470,0.04060190,0.04953461,0.02857142,-0.03361335,0.00010223,-0.01308718,-0.00837502,0.01056989,-0.05526746,-0.04501748,-0.04854769,-0.02770262,-0.07610232,0.06214869,-0.18253446,0.10451871,-0.04281738,-0.03943531,-0.03113553,-0.04588644,-0.02656894,-0.01858689,0.00869312,0.00055992,0.02290121,0.00000000,-0.01637908,-0.01481481,0.05500894,0.00000000,-0.02710433,0.00036867,-0.00542935,0.01997707,-0.00728498,-0.00082920,0.24909270,0.16001056,0.05123124,-0.01994580,0.02692778,-0.00857847,0.05777868,-0.00569912,-0.01955782,-0.01755172,0.11129030,-0.05476351,0.16468600,-0.04020708,-0.04385785,0.00000000,-0.04291648,0.01592278,-0.07317073,-0.01686078,0.00000000,0.00409485,-0.00228467,-0.02485847,-0.02086910,0.02037634,0.37099510,0.31928572,-0.17019650,-0.20797606,-0.05812495,0.01378896,0.00535720,-0.07235713,-0.09481655,0.04347729,0.02766774,-0.00814978,-0.01252273,-0.00662248,0.04717332,0.04930316,0.14435517,0.09117929,0.05911613,0.31959266,-0.06306306,-0.05324618,0.25329942,-0.07464002,-0.07725595,0.00000000,0.30593923,2.10975609,0.05366120,-0.05461806,-0.02285980
baseVolume,0.68494072,12.42098801,4.22205219,49.56488503,0.14770181,5.97476787,14.91954529,79.63008015,102.84933046,14371589.25093561,97947.52307242,1300707.99055773,166464.76318081,219932.02108763,1273520.00874755,130.69428954,11143926.38637005,5.18381070,2.26868921,1.08838563,1.62399574,7.19862262,80.32802991,75877.96803540,2.97689101,14161.71459309,1.22728670,21.26502844,40.69557230,193977.80856648,0.57760359,1.46206564,3.22718972,6.98565008,0.28478036,5.88769340,0.09605277,1.10535121,7.68297588,32.97735647,62600.57135403,0.94941241,0.35078078,1.89856716,11.29160630,25211.74732815,1.24527632,22638.70191854,3681.91904346,3167.52203472,12591.26815764,27966.62442051,5.88925935,46982.31343509,1513101.62354456,380392.99025732,116234.43564267,0.15298646,183.50893549,0.18979151,7.96621516,14089.92973946,25.87243456,97886.34021644,41812.55606344,8917.34954676,7053.55269589,1895.01643003,54865.74954053,37102.98265701,0.16629794,0.70388774,0.47524073,0.52139789,804.66484010,45.66294069,14162.88759053,178083.33028888,19384.23985430,8817.69387067,2364.11805394,64108.08659006,91649.90587602,4706.76042226,27.60148312,10254.32647011,1098956.77345673,0.01667988,299184.80455777,225313.60162929,365241.93563993,355682.61252981,9275.86535172,10870.89488559,4996.44030908,6.42346057,35131.39679017,5.47248043,40990.87329470,9340.33254990,99602.68017129,162262.04334104,26102.09236189,132518.61051638,4351.35297500,6.10254996,5714.50464904,18521.13258312,11747.89148021,3623.54883716,3.38040978,23409.89700531,100910.22261461,11835.65289391,68282.79522713,0.36049605,1659.80950538,2557.80564232,7299.50635328,21568.06654003,130193.64439036,505378.34432572,0.39710622,6593.93091574,10.37463128,10.00000600,793.39158908,34.22058232,6467.95335325,0.20512270,21239.45368038,6649.54064137,1.33186992,8870.08261976,16687.97582349,975627.25758445,2384787.74208844,1.51463636,7591.01938090,520.71049024,16050.04244947,10232.81497807,116858.20414586,2090.73782514,0.97798920,36566.05837011,317947.81831866,38906.08356178,9590.47925675,65440.26898646,10446.48471076,463369.38857278,311757.33716015,0.35690284,9426.03887212,62251.05290792,68.82693172,13165.43486355,3429.21369228,78182.92670715,0.00000000,231.89575156,0.45512187,5431.48437994,0.00000000,523139.20537361,9307.52366623,1.11043966,2.22049879,24333.44495363,615.62859280,3.23724931,39496.69436458,0.16029035,3727.95863600,0.17206800,3279.40330020,11048.90517689,2.85261246,0.34137907,1363.23709943,0.00000000,58782.06951200,164827.20756829,0.83092993,68702.03896240,101.00000079,43437.97125295,68106.28554597,0.16768329,1023.87564494,0.00000000,628.98978136,507.11162699,39732.03760576,10410.02428734,3428.43153884,100491.34403701,37891.16612557,3.41373178,203812.05538901,31524.72880424,19.50960315,265665.29632052,59183.71229376,29073.42839753,2449.50803133,20325.84087218,50873.84456382,5130.43786985,43210.62084041,24374.51977844,1955.87205701,21685.14791432,666.30212487,44556.04410673,1073190.11144571,6114.79985893,582711.90521020,8674.11807275,2.16823978,740422.42409054,3044.62072221,400149.78041425,171618.66839396,0.22586806,830394.47296111,10668.13373473
quoteVolume,276196.85698478,1654.17777678,14613215.76979827,9684.03845497,133957.40524162,696368.08954809,1845226.88537770,10253.95347277,4230092.32180701,1267.95726170,1147.33509904,22325.71329625,1703298.54513987,2490.36866775,4619607.92440078,3899.66213233,29262.50920900,15238712.57880378,1464.70448754,7165.06428369,79049.81709918,12626.07454348,4765.54306351,11716.13244585,1579.65456887,662.10194795,172265.82425473,3274.76953992,209.84046875,2620.22375884,9816.64095345,136766.77964342,57403.42153307,4152.34512882,77937.40856633,12968.23460756,549.84408015,34202.44200050,28120.88191756,4001.09835217,20242.51274467,277518.59065603,2492.27687775,61399.21407524,12159.97904102,71337.96764992,382429.29717000,6927557.35183567,30114.76414437,1858.43642412,3318982.70046858,43919.42582611,18833.46426600,13251.35172088,133.46668444,1001.37826124,116208.03557702,20321.36032466,2161.05437467,1201.87684120,329.66206588,51.01263024,1545.86213789,524.50485012,151316.28524264,101.01264108,71916.91576039,582210.88985994,949.41604989,499.65033042,47153.87024339,194.04812648,89006.58827924,1951.41121276,1504.20351559,64091.99518790,1736.94547644,21765.81765149,224.11413119,2863.93879514,367.20774834,337.82054923,333.79644843,8762.88383682,13581349.52305903,444285.82146823,47499083.43268353,179.09803938,18.15294735,19013.09612074,892143644.58431935,20019692.22424736,90027612.16923118,2435100.60230938,482.84869740,5067.68897371,56.89314575,18301.80117389,12035.75012641,63.75646590,125224.45536591,40.74992819,29223.05361015,41037.22406527,0.38361074,0.01610870,5717.03033911,18520.05871085,1.03587491,156453.50804347,6405.31386442,3948.49395773,409.52952773,43485.08716029,107103.94783228,155434.71180421,63806.67888213,2246.41214182,319.61068372,2924.19543181,1101386.25961401,744.05295199,7.07161467,10.40802781,0.00513501,0.00120482,0.07092001,0.09081318,6392.78893113,137.65879507,1222.36148384,8.86314952,8466645.18645106,4191602.54462664,217939.76334113,17463443.12538389,974676.14810327,2169907.87312369,964402.37419237,1302.07364371,81488850.44415765,45003.23227441,8175.29328190,5120129.23311968,8879.73872275,29291.18507252,5844.04309812,1992.08803378,239.21816923,20826.93063691,3552.65497909,62.27277267,17832613.12068509,66813.19073923,154637.00348325,23537.15634565,0.13109844,611.79432058,3429.30490925,83.23526026,0.00000000,0.02049724,330981.78250150,349067.67067183,0.00000000,51028058.22474209,56.11571631,2.52508171,749.61402142,727.92478120,30501.33391155,46238.78841808,50289.68005828,4315.78705655,9265.89167644,10551.41718875,17080.42866624,468.16833123,46.18676110,28933.56372541,10428.60193754,0.00000000,2997.10225473,259464.45080375,3572.67545036,26114.27783831,0.86324787,8554.37308450,5.02978256,58644.05398868,31341.25296435,0.00000000,1503.70745435,852.08452096,218757.49947904,53596.85669688,515.88064432,632.74866090,430071.00618376,41287.21195276,217774.84536820,34802.48068046,1144755.06256870,1375704.48145939,82869.98566384,13056.16859977,215.45733855,79001.97224685,17849.87053205,29703.49802173,1622.67012983,4971252.78533069,47.85182815,280219.21325276,149.42398910,15107.26076678,2344438.54229530,11959.63020282,18559406.48350093,1665.21195825,66076.11266598,2036196.35686348,205.01115867,1585353.06462994,4127.54146407,2308.79120531,788667.95614322,236.85502021
isFrozen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
high24hr,0.00000255,0.00770331,0.00000030,0.00520754,0.00000111,0.00000873,0.00000842,0.00788277,0.00002453,11447.96468709,87.83521517,59.43883103,0.09979074,90.39152073,0.27938701,0.03404699,389.80094776,0.00000036,0.00159260,0.00015653,0.00002140,0.00058310,0.01738477,6.62007322,0.00193397,22.05490534,0.00000770,0.00675667,0.19999922,76.90491064,0.00006223,0.00001168,0.00005846,0.00172224,0.00000376,0.00048106,0.00018278,0.00003478,0.00029826,0.00843311,3.25129160,0.00000375,0.00014992,0.00003285,0.00096526,0.37497680,0.00000371,0.00332512,0.13310091,1.79277024,0.00419000,0.66530922,0.00032810,3.76634971,11448.99999999,389.80419941,1.00121147,0.00000766,0.08971792,0.00016807,0.02458986,281.02177723,0.01722310,195.39436414,0.27881745,90.04182317,0.09965217,0.00331995,59.33421107,76.87022206,0.00000382,0.00375268,0.00000579,0.00028044,0.61402024,0.00076300,8.55235531,8.60555012,87.35734708,3.23448087,6.60000000,196.56497686,280.38919639,0.57500000,0.00000211,0.02405347,0.02417123,0.00010000,16727.93847821,12.12688822,0.00042013,0.01820000,0.00010769,0.00459067,10.65000000,0.00130890,639.00000000,0.00031158,3.49269875,146.54220234,0.83518420,4175.43661336,0.98560000,3.85869074,11435.69058715,382.29352659,1.00009998,1.00010000,11558.19494058,0.02421146,0.00056631,6.44999999,269.99999998,0.29154493,0.73281996,0.00000241,0.02734349,1.18139721,23.43897068,8.01153362,0.12600000,736.13568340,0.05753253,652.99520766,2020.37216642,8300.00000000,11310.97678436,376.82396233,1.01500000,0.00156813,18.09682273,756.68729244,0.00000020,0.00335100,0.07917000,0.05980950,2.59999989,0.00000073,0.00844738,0.39991811,0.00020192,0.25000740,14.82205531,0.00044530,0.00011427,1.30888281,55.43090056,20.56893020,42.65514415,3.80791198,3.25000000,8281.48623632,0.01950000,0.00000555,0.06316076,2.76676441,534.91222845,22.33416390,1.00127975,966.75295562,0.00000000,11382.42315086,0.00000143,0.01696296,0.00000000,0.01088976,178.67161362,0.44650915,0.00310000,34.00000000,0.02020949,0.00007920,0.95555555,0.00003804,0.45000000,0.00001735,0.19827417,25.29270986,0.06502334,0.00001248,0.13661070,0.00000000,24.04446758,0.71999999,0.00024484,2.78574475,117.00000000,5.39990526,14151.67284965,0.00000306,0.03485042,0.00000000,0.42121209,0.59514759,0.19800000,0.21999728,6.95193228,183.00000000,0.11000000,0.00009270,1.07500000,1.05000328,0.00001798,0.20229506,0.81000000,2.45537560,12.13712591,0.31509787,3.14844999,0.18628550,34.28000000,0.00570000,44.08222798,0.08499999,4.90548168,3.37999900,0.57627915,0.56424612,0.03359818,5.87828975,0.00003430,0.38884341,14.85100003,0.37000000,90.00000000,0.00029006,1.19997724,46.73136020
low24hr,0.00000243,0.00740519,0.00000028,0.00504071,0.00000109,0.00000847,0.00000764,0.00755000,0.00002414,11122.05853780,82.66304421,56.68368182,0.09522553,86.07298989,0.27010633,0.03284250,370.06219101,0.00000032,0.00149495,0.00014620,0.00002022,0.00056313,0.01670000,6.39000000,0.00185000,20.71700000,0.00000650,0.00634221,0.19080403,71.34023600,0.00005616,0.00000916,0.00005439,0.00163814,0.00000360,0.00042545,0.00017162,0.00002917,0.00026250,0.00794698,2.95000000,0.00000315,0.00013695,0.00002980,0.00090235,0.33701969,0.00000293,0.00322000,0.10311139,1.61000000,0.00360000,0.60525000,0.00030000,3.36093133,11120.84192128,370.47728615,0.99980008,0.00000740,0.08300000,0.00015048,0.02390529,269.04806712,0.01623366,181.00000001,0.27084099,86.40595497,0.09570139,0.00324000,57.00000000,71.54145280,0.00000348,0.00354305,0.00000465,0.00025001,0.51184375,0.00065226,7.81368824,7.80181119,83.15710599,2.98000000,6.34000000,183.64837713,269.01523634,0.51360600,0.00000200,0.02251369,0.02220002,0.00008452,15996.60111539,11.55250130,0.00039833,0.01720064,0.00009800,0.00429028,10.00000000,0.00119953,595.92417682,0.00029476,3.30090626,145.94233677,0.77054987,3792.50929251,0.83620648,2.87348671,11182.58351617,372.19113315,0.99871974,0.99999000,11090.80253919,0.02215502,0.00049000,5.46419086,245.00000006,0.25444841,0.58609098,0.00000221,0.02490000,1.13599629,21.42818059,6.88000000,0.11213440,605.00000000,0.05462788,594.00000000,2020.37216642,8300.00000000,10986.51430055,376.82396233,1.00860000,0.00145148,16.39641100,731.77915651,0.00000013,0.00142672,0.06900000,0.05200000,2.25000000,0.00000065,0.00763943,0.39987723,0.00019002,0.22500074,13.53960960,0.00037034,0.00010597,1.17892940,52.55972785,18.41497405,39.31356269,2.80000000,2.62235600,6373.36252145,0.01500000,0.00000513,0.05773467,2.54016590,510.69894565,21.00000000,0.99862905,915.59198357,0.00000000,11235.66084716,0.00000129,0.01450000,0.00000000,0.00900003,161.00000003,0.42813441,0.00288092,31.40893906,0.02012601,0.00005746,0.65000023,0.00003397,0.37747732,0.00001579,0.17696800,22.24430681,0.05984784,0.00001139,0.12876803,0.00000000,16.08358010,0.55800000,0.00022000,2.49472826,117.00000000,4.78051993,12707.37991729,0.00000266,0.03100000,0.00000000,0.41752976,0.59284615,0.16630000,0.17639287,6.41424105,122.78000000,0.07111151,0.00007300,0.82000000,0.78000000,0.00001664,0.18794761,0.63567529,2.06198207,10.40000000,0.24167512,2.63000000,0.16600025,20.99561334,0.00410101,37.93355301,0.06800000,4.20522958,2.70000001,0.35383463,0.47000000,0.02792962,4.25699100,0.00002802,0.32003268,14.85100002,0.17999999,13.10000000,0.00008600,0.97525680,44.34535284
